gene,4600.5
encode,504.5
duplicate,38.5
define,24.5
target,18.5
specifically,16.5
identify,15.5
protein,13.5
single,13.5
occur,13.5
accumulation,13.5
elegans,12.5
transcriptional,12.5
divergent,12.5
derive,11.5
strong,11.5
upstream,11.5
function,10.5
similarity,10.5
locate,10.5
differentiate,10.5
disperse,10.5
find,9.5
interaction,9.5
organization,9.5
16,9.5
vitellogenin,9.5
regulate,8.5
system,8.5
copy,8.5
independent,8.5
finding,8.5
arise,8.5
correspond,8.5
subfamily,8.5
distance,8.5
acid,7.5
important,7.5
difference,7.5
putative,7.5
likely,7.5
basis,7.5
responsible,7.5
multicellular,7.5
surprisingly,7.5
cut,7.5
heterogeneity,7.5
suggest,6.5
mrna,6.5
formation,6.5
common,6.5
analyze,6.5
central,6.5
50,6.5
recently,6.5
morphology,6.5
chromatin,6.5
phenotypic,6.5
contain,6.5
mutate,6.5
neuromuscular,6.5
unlike,6.5
tata,6.5
role,5.5
regulatory,5.5
indicate,5.5
block,5.5
mouse,5.5
homologue,5.5
investigate,5.5
plant,5.5
restrict,5.5
detectable,5.5
differential,5.5
expect,5.5
18,5.5
untranslated,5.5
progression,5.5
operon,5.5
lie,5.5
truncate,5.5
adaptor,5.5
flp,5.5
permissive,5.5
caenorhabditis,4.5
show,4.5
expression,4.5
control,4.5
family,4.5
molecular,4.5
response,4.5
mammalian,4.5
demonstrate,4.5
functional,4.5
vertebrate,4.5
class,4.5
appear,4.5
cause,4.5
lack,4.5
part,4.5
consistent,4.5
loss,4.5
aspect,4.5
undergo,4.5
alternative,4.5
total,4.5
order,4.5
functionally,4.5
codon,4.5
kb,4.5
reveals,4.5
hox,4.5
comparison,4.5
extensive,4.5
distal,4.5
xenopus,4.5
candidate,4.5
possibility,4.5
variable,4.5
secrete,4.5
weak,4.5
absent,4.5
choice,4.5
22,4.5
classical,4.5
inhibits,4.5
main,4.5
ribosomal,4.5
stop,4.5
ass,4.5
limited,4.5
architecture,4.5
susceptibility,4.5
1995,4.5
result,3.5
factor,3.5
generate,3.5
enzyme,3.5
highly,3.5
test,3.5
examine,3.5
active,3.5
characteristic,3.5
assay,3.5
population,3.5
posterior,3.5
carry,3.5
absence,3.5
null,3.5
synthesis,3.5
contribute,3.5
isoforms,3.5
proper,3.5
occurs,3.5
basic,3.5
light,3.5
environmental,3.5
entire,3.5
maintenance,3.5
15,3.5
subsequent,3.5
question,3.5
known,3.5
coding,3.5
weight,3.5
strategy,3.5
cloning,3.5
distinguish,3.5
fertility,3.5
overlap,3.5
transfer,3.5
newly,3.5
imply,3.5
phenomenon,3.5
tandem,3.5
environment,3.5
initially,3.5
failure,3.5
associate,3.5
modify,3.5
inject,3.5
spicule,3.5
implication,3.5
substantial,3.5
complexity,3.5
gf,3.5
rare,3.5
degrade,3.5
strand,3.5
protection,3.5
immunofluorescence,3.5
exists,3.5
collection,3.5
prominent,3.5
extragenic,3.5
tube,3.5
acetyltransferase,3.5
smooth,3.5
nuclease,3.5
greater,3.5
uniformly,3.5
fluid,3.5
atypical,3.5
synmuv,3.5
unclear,3.5
zygotically,3.5
vpe1,3.5
activity,2.5
express,2.5
form,2.5
worm,2.5
pattern,2.5
produce,2.5
element,2.5
map,2.5
know,2.5
previously,2.5
cellular,2.5
rate,2.5
regulation,2.5
position,2.5
relate,2.5
evidence,2.5
chain,2.5
support,2.5
collagen,2.5
10,2.5
nucleotide,2.5
induction,2.5
unique,2.5
additional,2.5
duplication,2.5
condition,2.5
identification,2.5
construct,2.5
significantly,2.5
specification,2.5
short,2.5
propose,2.5
exon,2.5
maintain,2.5
homologs,2.5
biology,2.5
release,2.5
measure,2.5
dominant,2.5
progeny,2.5
primary,2.5
electron,2.5
asymmetry,2.5
proliferation,2.5
point,2.5
pharynx,2.5
bacterial,2.5
inhibition,2.5
100,2.5
iii,2.5
stain,2.5
consist,2.5
begin,2.5
focus,2.5
olfactory,2.5
severe,2.5
12,2.5
11,2.5
intestine,2.5
slow,2.5
fuse,2.5
largely,2.5
apoptotic,2.5
metabolism,2.5
apply,2.5
inductive,2.5
respect,2.5
stimulate,2.5
detail,2.5
loop,2.5
discovery,2.5
structurally,2.5
oogenesis,2.5
flank,2.5
suppression,2.5
field,2.5
superfamily,2.5
retain,2.5
mhc,2.5
60,2.5
progress,2.5
mutagenesis,2.5
detailed,2.5
fact,2.5
hour,2.5
design,2.5
regard,2.5
govern,2.5
inactivate,2.5
mixture,2.5
arrangement,2.5
uptake,2.5
ras,2.5
yolk,2.5
21,2.5
minor,2.5
final,2.5
onset,2.5
differentially,2.5
plasmid,2.5
frequently,2.5
comparable,2.5
obvious,2.5
lesion,2.5
immediately,2.5
easily,2.5
employ,2.5
preferentially,2.5
dehydrogenase,2.5
relevant,2.5
alternatively,2.5
social,2.5
global,2.5
hypersensitive,2.5
recruit,2.5
multigene,2.5
donor,2.5
sterility,2.5
mimic,2.5
trans,2.5
p2,2.5
approximate,2.5
serial,2.5
confers,2.5
precisely,2.5
recording,2.5
survey,2.5
indicator,2.5
finally,2.5
western,2.5
epistatic,2.5
ip3,2.5
speculate,2.5
look,2.5
constraint,2.5
hydrogen,2.5
translocate,2.5
43,2.5
72,2.5
annotation,2.5
reorganization,2.5
sublethal,2.5
ligase,2.5
junctional,2.5
terminally,2.5
clk,2.5
slight,2.5
aromatic,2.5
dying,2.5
modifier,2.5
instability,2.5
magnetic,2.5
cell,1.5
study,1.5
receptor,1.5
rna,1.5
involve,1.5
chromosome,1.5
complex,1.5
affect,1.5
growth,1.5
site,1.5
essential,1.5
body,1.5
amino,1.5
normal,1.5
drosophila,1.5
membrane,1.5
present,1.5
reveal,1.5
vulval,1.5
determine,1.5
member,1.5
lineage,1.5
germ,1.5
mediate,1.5
larval,1.5
tissue,1.5
major,1.5
cdna,1.5
yeast,1.5
multiple,1.5
develop,1.5
somatic,1.5
set,1.5
sperm,1.5
predict,1.5
larva,1.5
differentiation,1.5
rnai,1.5
method,1.5
end,1.5
cycle,1.5
approach,1.5
report,1.5
briggsae,1.5
interact,1.5
motor,1.5
establish,1.5
feature,1.5
binding,1.5
cleavage,1.5
property,1.5
action,1.5
identical,1.5
represent,1.5
suppress,1.5
soil,1.5
range,1.5
heat,1.5
lethal,1.5
rescue,1.5
link,1.5
fragment,1.5
directly,1.5
cluster,1.5
sensitivity,1.5
extract,1.5
closely,1.5
sensitive,1.5
key,1.5
transmembrane,1.5
generation,1.5
inhibitor,1.5
experimental,1.5
apoptosis,1.5
specificity,1.5
alteration,1.5
rapid,1.5
negative,1.5
dependent,1.5
metabolic,1.5
underlie,1.5
metazoan,1.5
chemosensory,1.5
lethality,1.5
recent,1.5
recognize,1.5
period,1.5
subset,1.5
double,1.5
histone,1.5
cue,1.5
location,1.5
linkage,1.5
discuss,1.5
gonadal,1.5
eliminate,1.5
contact,1.5
amount,1.5
reaction,1.5
probe,1.5
laboratory,1.5
catalytic,1.5
case,1.5
calcium,1.5
free,1.5
open,1.5
shape,1.5
parallel,1.5
recombinant,1.5
orientation,1.5
ray,1.5
switch,1.5
isolation,1.5
extension,1.5
distribute,1.5
close,1.5
25,1.5
axis,1.5
substitution,1.5
silence,1.5
finger,1.5
matrix,1.5
restriction,1.5
trna,1.5
consequence,1.5
vary,1.5
search,1.5
serve,1.5
prove,1.5
cysteine,1.5
compound,1.5
timing,1.5
determinant,1.5
inactivation,1.5
turn,1.5
ratio,1.5
blot,1.5
composition,1.5
intercellular,1.5
mosaic,1.5
couple,1.5
help,1.5
locomotion,1.5
die,1.5
unusual,1.5
evolve,1.5
processing,1.5
diversity,1.5
select,1.5
correct,1.5
posse,1.5
particle,1.5
advantage,1.5
invariant,1.5
abundance,1.5
fundamental,1.5
branch,1.5
organize,1.5
establishment,1.5
seam,1.5
24,1.5
14,1.5
stability,1.5
disruption,1.5
17,1.5
consider,1.5
extent,1.5
motility,1.5
survive,1.5
excretory,1.5
efficient,1.5
behaviour,1.5
typical,1.5
regulating,1.5
zygote,1.5
viable,1.5
surround,1.5
mark,1.5
mapping,1.5
fast,1.5
uncoordinated,1.5
enable,1.5
convert,1.5
enter,1.5
tumor,1.5
orthologs,1.5
divergence,1.5
molt,1.5
polarize,1.5
repetitive,1.5
solution,1.5
resource,1.5
acquire,1.5
glycine,1.5
quantitative,1.5
opposite,1.5
bundle,1.5
spermatozoon,1.5
insert,1.5
bound,1.5
long,1.5
space,1.5
mt,1.5
situ,1.5
ancient,1.5
balance,1.5
despite,1.5
suggests,1.5
severely,1.5
oocytes,1.5
diverge,1.5
suitable,1.5
35,1.5
ensure,1.5
run,1.5
hydrophobic,1.5
box,1.5
record,1.5
widespread,1.5
temporally,1.5
proportion,1.5
way,1.5
outer,1.5
appearance,1.5
cortex,1.5
unable,1.5
detection,1.5
similarly,1.5
enzymatic,1.5
constitutive,1.5
efficiency,1.5
adapt,1.5
excellent,1.5
syntaxin,1.5
fall,1.5
physically,1.5
opportunity,1.5
believe,1.5
lim,1.5
isolates,1.5
difficult,1.5
checkpoint,1.5
rich,1.5
testing,1.5
orthologous,1.5
involvement,1.5
message,1.5
crystal,1.5
resolution,1.5
regulates,1.5
criterion,1.5
irradiation,1.5
est,1.5
infection,1.5
lumen,1.5
fourth,1.5
reproduce,1.5
studying,1.5
rrna,1.5
ago,1.5
positional,1.5
dissection,1.5
completion,1.5
indirect,1.5
publish,1.5
readily,1.5
simultaneously,1.5
interpret,1.5
integration,1.5
conversion,1.5
translate,1.5
ash,1.5
partly,1.5
exception,1.5
aggregate,1.5
silencing,1.5
epistasis,1.5
hermaphroditic,1.5
chromatid,1.5
awa,1.5
27,1.5
competition,1.5
date,1.5
phylum,1.5
follow,1.5
align,1.5
predicted,1.5
tightly,1.5
reactive,1.5
substantially,1.5
quality,1.5
arrange,1.5
esterase,1.5
twitchin,1.5
northern,1.5
transfected,1.5
dystrophin,1.5
expansion,1.5
literature,1.5
innate,1.5
microscopic,1.5
bypass,1.5
mutator,1.5
kd,1.5
mediates,1.5
deficient,1.5
miss,1.5
original,1.5
reconstruction,1.5
de,1.5
endoplasmic,1.5
reduces,1.5
chondroitin,1.5
ending,1.5
trace,1.5
bovine,1.5
concert,1.5
comprehensive,1.5
framework,1.5
hundred,1.5
injection,1.5
transduce,1.5
render,1.5
pseudomonas,1.5
vulvaless,1.5
mechanistic,1.5
chapter,1.5
determines,1.5
storage,1.5
mesoderm,1.5
laevis,1.5
phorbol,1.5
valuable,1.5
kidney,1.5
experimentally,1.5
biosynthetic,1.5
postulate,1.5
instance,1.5
join,1.5
rb,1.5
polypeptides,1.5
leucine,1.5
oppose,1.5
compromise,1.5
cells,1.5
trap,1.5
abnormally,1.5
minimal,1.5
gonadogenesis,1.5
epitope,1.5
old,1.5
phosphatidylinositol,1.5
broadly,1.5
wave,1.5
dystrophy,1.5
syndrome,1.5
protective,1.5
ase,1.5
centrosomal,1.5
versus,1.5
digest,1.5
fill,1.5
tgf,1.5
virtually,1.5
extreme,1.5
phylogenetically,1.5
scaffold,1.5
accurately,1.5
95,1.5
iron,1.5
mild,1.5
aqueous,1.5
casein,1.5
hypothesize,1.5
electrophysiological,1.5
incompletely,1.5
continuously,1.5
unusually,1.5
virus,1.5
displacement,1.5
isoelectric,1.5
ask,1.5
neuropeptide,1.5
freeze,1.5
comparing,1.5
degenerative,1.5
lysosomal,1.5
ganglion,1.5
article,1.5
manipulate,1.5
accurate,1.5
isi,1.5
thermosensory,1.5
presume,1.5
try,1.5
mutagenized,1.5
nematoda,1.5
myod,1.5
000,1.5
ice,1.5
symmetrical,1.5
phylogeny,1.5
localized,1.5
gametogenesis,1.5
potentiate,1.5
science,1.5
diffusion,1.5
gnt,1.5
fem,1.5
suit,1.5
midzone,1.5
chemoreceptor,1.5
difficulty,1.5
pseudogenes,1.5
row,1.5
mediating,1.5
relevance,1.5
defines,1.5
nascent,1.5
macromolecule,1.5
blood,1.5
85,1.5
peripheral,1.5
solitary,1.5
decay,1.5
universal,1.5
valve,1.5
restrictive,1.5
poor,1.5
bodywall,1.5
tc4,1.5
depolymerizing,1.5
document,1.5
net,1.5
myogenic,1.5
fgfr,1.5
equivalence,1.5
fixation,1.5
simplicity,1.5
thuringiensis,1.5
category,1.5
sand,1.5
83,1.5
holocentric,1.5
zn,1.5
cytosol,1.5
hamster,1.5
nadh,1.5
wt,1.5
discriminate,1.5
sulphate,1.5
contributes,1.5
glutamatergic,1.5
actually,1.5
qualitative,1.5
corpse,1.5
erk,1.5
markov,1.5
homomeric,1.5
specialization,1.5
microfilament,1.5
dimeric,1.5
encoding,1.5
761,1.5
upr,1.5
periodicity,1.5
sort,1.5
63,1.5
96,1.5
sqv,1.5
egb,1.5
conjunction,1.5
median,1.5
gtpases,1.5
crawling,1.5
polyclonal,1.5
adenine,1.5
doublet,1.5
genbank,1.5
mug,1.5
pulsation,1.5
a2,1.5
interested,1.5
solubility,1.5
p35,1.5
starting,1.5
spring,1.5
hsns,1.5
solve,1.5
ultimate,1.5
97,1.5
oncogene,1.5
glutamine,1.5
favorable,1.5
pig,1.5
blister,1.5
activated,1.5
imprecise,1.5
restores,1.5
nckx,1.5
catalysis,1.5
assessing,1.5
ml,1.5
mx,1.5
protrusion,1.5
communicate,1.5
gas,1.5
propel,1.5
ltr,1.5
triple,1.5
familial,1.5
nurd,1.5
st5,1.5
deacetylase,1.5
lag,1.5
resultant,1.5
minimize,1.5
knob,1.5
nematode,0.5
mutant,0.5
sequence,0.5
mutation,0.5
require,0.5
development,0.5
analysis,0.5
animal,0.5
genetic,0.5
signal,0.5
region,0.5
muscle,0.5
neuron,0.5
domain,0.5
pathway,0.5
include,0.5
dna,0.5
mechanism,0.5
similar,0.5
model,0.5
process,0.5
increase,0.5
structure,0.5
conserve,0.5
effect,0.5
phenotype,0.5
specific,0.5
human,0.5
high,0.5
level,0.5
early,0.5
developmental,0.5
embryo,0.5
stage,0.5
type,0.5
bind,0.5
organism,0.5
genome,0.5
defect,0.5
specie,0.5
act,0.5
kinase,0.5
number,0.5
fate,0.5
strain,0.5
embryonic,0.5
male,0.5
component,0.5
death,0.5
observe,0.5
provide,0.5
hermaphrodite,0.5
adult,0.5
transcription,0.5
product,0.5
isolate,0.5
channel,0.5
large,0.5
small,0.5
allele,0.5
lead,0.5
clone,0.5
distinct,0.5
subunit,0.5
play,0.5
exhibit,0.5
division,0.5
dauer,0.5
group,0.5
induce,0.5
nuclear,0.5
myosin,0.5
characterize,0.5
reduce,0.5
sensory,0.5
low,0.5
molecule,0.5
sex,0.5
age,0.5
span,0.5
repeat,0.5
genomic,0.5
potential,0.5
base,0.5
splice,0.5
data,0.5
precursor,0.5
residue,0.5
program,0.5
germline,0.5
size,0.5
interference,0.5
direct,0.5
migration,0.5
presence,0.5
experiment,0.5
concentration,0.5
activate,0.5
biological,0.5
compare,0.5
detect,0.5
alpha,0.5
inhibit,0.5
fusion,0.5
signaling,0.5
nervous,0.5
ii,0.5
event,0.5
behavior,0.5
localize,0.5
complete,0.5
spindle,0.5
line,0.5
cuticle,0.5
filament,0.5
tc1,0.5
individual,0.5
degree,0.5
intron,0.5
structural,0.5
movement,0.5
screen,0.5
activation,0.5
culture,0.5
homologous,0.5
promoter,0.5
neuronal,0.5
axon,0.5
egg,0.5
temperature,0.5
oocyte,0.5
synaptic,0.5
arrest,0.5
display,0.5
locus,0.5
actin,0.5
pharyngeal,0.5
vivo,0.5
stress,0.5
localization,0.5
decrease,0.5
determination,0.5
remain,0.5
nucleus,0.5
share,0.5
defective,0.5
deletion,0.5
transcript,0.5
pair,0.5
late,0.5
alter,0.5
microtubule,0.5
allow,0.5
identity,0.5
assembly,0.5
variety,0.5
embryogenesis,0.5
peptide,0.5
beta,0.5
meiotic,0.5
ability,0.5
wild,0.5
significant,0.5
distribution,0.5
medium,0.5
information,0.5
length,0.5
regulator,0.5
vulva,0.5
surface,0.5
cytoplasmic,0.5
homolog,0.5
downstream,0.5
vitro,0.5
call,0.5
homology,0.5
motif,0.5
understanding,0.5
touch,0.5
transgenic,0.5
approximately,0.5
hypodermal,0.5
mitotic,0.5
obtain,0.5
behavioral,0.5
production,0.5
resistance,0.5
blastomere,0.5
extracellular,0.5
reporter,0.5
implicate,0.5
influence,0.5
evolutionary,0.5
intracellular,0.5
suppressor,0.5
epithelial,0.5
gonad,0.5
invertebrate,0.5
biochemical,0.5
frequency,0.5
change,0.5
abnormal,0.5
transport,0.5
simple,0.5
ventral,0.5
general,0.5
maternal,0.5
due,0.5
step,0.5
promote,0.5
polarity,0.5
disrupt,0.5
genetically,0.5
critical,0.5
diverse,0.5
characterization,0.5
heavy,0.5
evolution,0.5
relative,0.5
antibody,0.5
fail,0.5
extend,0.5
melanogaster,0.5
intestinal,0.5
thick,0.5
disease,0.5
anterior,0.5
mean,0.5
marker,0.5
asymmetric,0.5
substrate,0.5
food,0.5
ra,0.5
gut,0.5
wall,0.5
coli,0.5
dosage,0.5
transduction,0.5
tyrosine,0.5
nerve,0.5
junction,0.5
recombination,0.5
epidermal,0.5
correlate,0.5
insertion,0.5
terminal,0.5
tail,0.5
sufficient,0.5
technique,0.5
ion,0.5
fluorescent,0.5
polypeptide,0.5
genetics,0.5
morphogenesis,0.5
vesicle,0.5
transposon,0.5
neural,0.5
prevent,0.5
physiological,0.5
reduction,0.5
enhance,0.5
20,0.5
survival,0.5
sexual,0.5
grow,0.5
differ,0.5
mitochondrial,0.5
segregation,0.5
relationship,0.5
describe,0.5
xx,0.5
term,0.5
insight,0.5
bacteria,0.5
longevity,0.5
morphological,0.5
iv,0.5
partially,0.5
research,0.5
related,0.5
oxygen,0.5
leader,0.5
temporal,0.5
female,0.5
depend,0.5
exposure,0.5
guidance,0.5
chemical,0.5
toxicity,0.5
separate,0.5
parasitic,0.5
postembryonic,0.5
eukaryotic,0.5
current,0.5
fly,0.5
accumulate,0.5
time,0.5
shock,0.5
physical,0.5
deficiency,0.5
reproduction,0.5
chromosomal,0.5
core,0.5
daughter,0.5
conservation,0.5
limit,0.5
perform,0.5
apparent,0.5
meiosis,0.5
microscopy,0.5
addition,0.5
strongly,0.5
ligand,0.5
acetylcholine,0.5
need,0.5
wnt,0.5
respond,0.5
homologues,0.5
compensation,0.5
granule,0.5
confirm,0.5
drug,0.5
understand,0.5
requirement,0.5
polymerase,0.5
cod,0.5
yield,0.5
mammal,0.5
phase,0.5
observation,0.5
head,0.5
aging,0.5
protease,0.5
phosphatase,0.5
evolutionarily,0.5
recessive,0.5
tool,0.5
degradation,0.5
damage,0.5
variation,0.5
insect,0.5
database,0.5
gfp,0.5
primarily,0.5
partial,0.5
hypodermis,0.5
transform,0.5
centrosome,0.5
metal,0.5
see,0.5
treatment,0.5
homozygous,0.5
completely,0.5
escherichia,0.5
oxidative,0.5
xo,0.5
able,0.5
initiate,0.5
sister,0.5
great,0.5
facilitate,0.5
nature,0.5
lifespan,0.5
ascaris,0.5
give,0.5
spatial,0.5
project,0.5
glutamate,0.5
decision,0.5
anchor,0.5
hybridization,0.5
phosphorylation,0.5
move,0.5
lateral,0.5
recognition,0.5
combination,0.5
explain,0.5
review,0.5
source,0.5
endogenous,0.5
estimate,0.5
transcribe,0.5
live,0.5
series,0.5
fatty,0.5
divide,0.5
exist,0.5
cerevisiae,0.5
contraction,0.5
label,0.5
translation,0.5
fraction,0.5
transformation,0.5
hypothesis,0.5
apparently,0.5
network,0.5
resemble,0.5
adopt,0.5
wide,0.5
dynamic,0.5
think,0.5
30,0.5
cord,0.5
mass,0.5
